,reviewTitle,reviewContent,rating,label,clean_teks
538,Kecewa tidak sesuai yang ditawarkan,"Barang sudah diterima dan pengiriman lumayan cepat, tapi ada 2 hal yg harus penjual perhatikan: 1. di etalase tv dijual dengan bonus free Braket, tapi yang datang cuma tv nya doang braketnya ga ada, 2. ongkir tercantum Rp 200.000 saya kirim sesuai yg tercantum, tp pas di cek di resi yang tercantum oleh ekspedisi Cobra ternyara cuma 75.000. tetep konsumen yang dirugikan. toko ini jadi catatan buat saya kecuali menylesaikannya",2,0,barang terima kirim lumayan cepat jual perhati etalase televisi jual bonus free braket televisi nya braketnya ongkir cantum rupiah kirim sesuai cantum pas cek resi cantum ekspedisi cobra ternyara konsumen rugi toko catat kecuali menylesaikannya
539,Barang nya kok belum sampai udh seminggu,"TV nya udh seminggu blm sampai juga, Sepertinya harus meningkatkan pengiriman nya lebih diperhatikan supaya sampai sesuai estimasi, thanks",3,0,televisi nya minggu tingkat kirim nya perhati sesuai estimasi terimakasih
540,Good,"Ini bisa nonton, dengar music, liat poto via usb gk??",5,1,nonton dengar musik lihat foto via usb
558,baguss,"mudah2 n awet barang nya,,ada hologram nya",5,1,mudah n awet barang nya hologram nya
561,Good Produk,"Suka bgt barangx mulus lus lus and berfungsi dgan baik, thanks Lazada",4,1,suka banget barangx mulus lus lus and fungsi dgan terimakasih lazada
562,Good,"Barang sampe sesuai pada waktu nya, packingan rapi. Terima kasih Lazada.",5,1,barang sesuai nya packingan rapi terima kasih lazada
576,packing rapi,warna tidak sesuai,4,1,warna sesuai
582,hmmmm,eliminasi 2 hari packing rapi tapi warna gak sesuai yang di ingini tapi barang normal work,4,1,eliminasi packing rapi warna sesuai ingin barang normal
588,Barang sesuai dengan gambar,"Paket sudah saya terima, terlambat sedikit pengirimannya tapi tidak apa apa. Thanks​ Lazada",5,1,paket terima lambat kirim terimakasih lazada
598,Good,"Flashdisk baru, waktu pas beli lagi diskon, packagingnya jga rapih so far so good",5,1,flashdisk pas beli diskon packagingnya rapih far good
600,Thanks,"Barang cepet sampe, thanks",5,1,barang cepat terimakasih
602,Sandisk 8gb,"Brg sesuai , cuma delivery agak lama",4,1,barang sesuai delivery
603,Pas,"Ok deh, mantep",5,1,ok deh mantap
607,mantap,barangnya bagus untuk harga semurah ini,5,1,barang bagus harga murah
612,Beda Warna,Gan saya pesan warna biru kok yang datang warna merah?,2,0,juragan pesan warna biru warna merah
617,Lama pengiriman dan sistemnya kosong,"8 hari baru sampai, sistemnya kosong root saja tampil jadi hrs install ulang,, packingan rapi dan tersegel",3,0,sistem kosong root tampil install ulang packingan rapi segel
618,Dua Bintang,Barang yg di kirim tidak sesuai dengan yang di tampilkan,2,0,barang kirim sesuai tampil
631,Makasih kak,Tengkyuu.... Barangnya nyampe tepat waktu.... Packing rapi dan savety banget .. Recommended seller,5,1,tengkyuu barang packing rapi savety banget recommended jual
632,Lumayan memuaskan,"Terlambat satu hari, karena kurir sampai dikantor pada malam hari. Jd besoknya baru bisa saya terima. Tp barang saya terima dengan baik. Terima kasih",4,1,lambat kurir kantor malam besok terima barang terima terima kasih
633,Barang Sesuai Pemesanan,Barang sesuai pemesanan. Pengiriman cepat(Jakarta),5,1,barang sesuai mesan kirim cepat jakarta
637,GOOD,"Jum'at pesan besoknya nyampai,  Barang bagus, tdk ada cacatnya,  Terima kasih Lazada.",5,1,jum at pesan besok nyampai barang bagus cacat terima kasih lazada
638,Review Setelah HDD diterima,"Maaf baru sempat review.  Secara umum cukup puas dengan layanan penjual. Packing bagus, rapih dan aman. Fisik barang sesuai gambar dan ulasan yang ada di website, hanya saya mis-informasi aja karena ternyata HD External WD ini gak dapat sarungnya.  Overall, saya rekomendasi sellernya. Thanks dan tingkatkan selalu pelayanannya, Sukses!!",5,1,maaf tinjau puas layan jual packing bagus rapih aman fisik barang sesuai gambar ulas situs mis informasi hd external wd sarung overall rekomendasi sellernya terimakasih tingkat layan sukses
646,Bagus,"Flashdisk nya lucu,, sesuai dengan gambar pokoknya suka",5,1,flashdisk nya lucu sesuai gambar pokok suka
647,USB Naruto 2.0 8GB Flash Drive Flash Disk Memory - Orange,Cukup memuaskan,2,0,muas
649,Empat Bintang,Sip,4,1,sip
650,Lima Bintang,"Diresponnya cepat, 2 hari datang, USB nya gak mengecewakan, sama kayak yang digambar",5,1,diresponnya cepat usb nya kecewa gambar
651,puas,barang diantar dengan cepat dan sesuai dengan penjelasan yang ada. penjual merespondengan cepat.,4,1,barang antar cepat sesuai jelas jual merespondengan cepat
652,KW tp ok,Wkt baca2 di keterangannya ini bkn ori alias kw tp coba krn review yg lain jg ok. Tp memang ok bgt bs dipakai dgn baik. Bole yg mau beli..,4,1,baca terang original alias kau coba tinjau ok ok banget pakai beli
668,"barang datang sesuai pesanan, packing cukup bagus rapih dan kuat, puas banget","barang sesuai pesanan, pengiriman tepat waktu, paking rapih, puas banget",5,1,barang sesuai pesan kirim paking rapih puas banget
671,Excellent,Item arrived in perfect condition and still working well until today. Fast delivery and great customer service/communication.  Thanks,3,0,item arrived in perfect kondisi and working well until fast delivery and great customer servis communication terimakasih
672,Bukan ULTRA,"Ini cuman My Passport biasa, bukan My Passport ULTRA, tulis deskripsi yang bener ya...",1,0,my passport my passport ultra tulis deskripsi bener ya
675,Tipe,Untuk semua hardisk kah gan ?,5,1,hardisk kah juragan
677,"Pengiriman sesuai estimasi,ok","Product ok, sesuai dengan foto,pengiriman lebih cepat dari estimasi,ok",5,1,produk ok sesuai foto kirim cepat estimasi ok
680,good,good,4,1,good
686,Tidak sesuai,tidak sesuai gambar,1,0,sesuai gambar
687,Kredit,"3 kali cicilan,maksudnya 3 bln ya,persyaratan untuk kredit apa aja ya.",1,0,kali cicil maksud ya syarat kredit ya
688,Kualitas barang,Kualitas barangny bisa di jamin g ya,2,0,kualitas barangny jamin ya
689,Kualitas,Klu saya mau beli tv di lazada di jamin g ya kualitasnya.,3,0,beli televisi lazada jamin ya kualitas
690,Gmna cra ngeridtnya,Gmna,3,0,
691,Murah dan bagus,"Barang sampai dengan baik, packingnya bagus. Isi kotaknya lengkap, ada : casing hdd, kabel male-to-male, obeng kecil, baut, sama wadah luar. Alhamdulillaah bisa digunakan dengan baik, semoga awet. Terima kasih :)",5,1,barang packingnya bagus isi kotak lengkap casing hdd kabel male male obeng baut wadah alhamdulillaah moga awet terima kasih
692,Barang Bagus,"Pengiriman cepat, Packing rapi dan aman.  Barang sesuai deskripsi. Mulai dati pemasangan sampai pemakaian tak ada kendala, bekerja dengan normal.",5,1,kirim cepat packing rapi aman barang sesuai deskripsi dati pasang pakai kendala normal
693,Good,Packing rapih Semoga awet Thanks lazada,5,1,packing rapih moga awet terimakasih lazada
694,Mantap,packingnya rapi barangnya bagus dan murah tq,5,1,packingnya rapi barang bagus murah terimakasih
695,Lumayan,Lumayan lah untuk harga segini. Sayang ngebaca hdd 700gb lemot euy,3,0,lumayan harga gin sayang ngebaca hdd gb lot euy
708,bagus,lumayan,3,0,lumayan
710,Murah tapi berkwalitas,"Barang bekerja dengan baik, harga murah, tapi pengiriman agak lama. Sukses terus lazada.",5,1,barang harga murah kirim sukses lazada
712,fast delivery,good,5,1,good
716,diterima,sesuai tapi powerbanknya ringan sekali (sesuai harga sih...),4,1,sesuai powerbanknya ringan sesuai harga sih
721,Berfungsi dengan baik,"Barang di pesan tanggal13 juli  Tgl14 barang sudah di kirim  Tanggal 26 barang sampai Memang sedikit lama,tapi saya maklum kok karena barang nya dari luar negri Packing rapi Barang berfungsi dengan baik",5,1,barang pesan tanggal juli tanggal barang kirim tanggal barang maklum barang nya negeri packing rapi barang fungsi
724,Lamban.,"Udah hampir 2 minggu barang belum jg nyampe.order tgl 27 april 2017,status pesanan masi aja dlm proses.gmana ni lazada?",1,0,minggu barang order tanggal april status pesan proses gmana ni lazada
725,Mantap!!!,"Barangnya udah sampai, thanks lazada",5,1,barang terimakasih lazada
726,Barang belum sampai,"Mohon bantuan nya, kok barangnya belom sampai udh 21hari sy tunggu gag kunjung datang, mohon diperhatikan ! Terima kasih",1,0,mohon bantu nya barang bom tunggu kunjung mohon perhati terima kasih
729,Barang Bagus.,"Barang datang cepat, mulus.. semoga tidak ada masalah kedepannya",5,1,barang cepat mulus moga depan
730,Kualitas standard,"Hanya bisa menyimpan sedikit file, padahal kapasitas 16 GB. Sebagian besar file lainnya tidak bisa terbaca padahal sudah saya coba beberapa kali.",3,0,simpan file kapasitas gb file baca coba kali
731,Kecewa,Tidak bisa menyimpan data,1,0,simpan data
732,Barang sudah sampai,Ga kecewa deh barang keren kemasan rapih makasih bos,5,1,kecewa deh barang keren kemas rapih terimakasih bos
735,Kecewa,Karna tidak bisa nyimpan film dan data,1,0,nyimpan film data
779,Oke,"Brg ok, sampai cepat",5,1,barang ok cepat
843,Mantap,"Lumayan dengan harga segitu, packing rapih, pengiriman cepat, semoga tidak ada kendala",4,1,lumayan harga segitu packing rapih kirim cepat moga kendala
844,Pengen,"Mudah mudahan bisa beli laptop mahals, kalo bisa beli asus rog aja wkwk",5,1,mudah mudah beli laptop mahals beli asus rog wkwk
845,Kerenn,Pengen beli budget ga cukup,5,1,beli budget
846,"Lumayan,tapi budget nyari 10jt kebawah","Yah lumayan lah,tapi saya ketemu ram 16gb ddr4 pake rx460 i7 6700hq malah 9 jutaan",4,1,yah lumayan ketemu ram gb ddr pakai rx i hq juta
847,"Pingin, tapi kagak ada uang : (","Tunggu gua jual lepi lama gua, ama ngutang tetangga sebelah, nanti gua beli",5,1,tunggu jual lepi hutang tetangga belah beli
848,Apa speakernya JBL?,Apa produk aslinya sesuai dgn yg di gambar ini?,4,1,produk asli sesuai gambar
849,Keren,Dikantong cuma ada 15rb,5,1,kantong rb
851,.,.,2,0,
852,Empat Bintang,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",4,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
856,Harddisk tahan banting dengan standard Militer.,Harddisk tahan banting dengan standard Militer. ADATA udah jaminan mutu. Tidak diragukan lagi kualitas produknya.,5,1,harddisk tahan banting standar militer adata jamin mutu ragu kualitas produk
858,Adata HD710,"I bought Adata HD710. This product is really awesome. I feel safe because this product is waterproof, Shockproof, and dustproof. I can save everything without worrying my data will lose. I have no more word to describe how incredible this product is. I just love it. It is nice product.",5,1,i bought adata hd this produk is really awesome i feel safe because this produk is waterproof shockproof and dustproof i save without worrying my data will lose i have nomor more word describe how incredible this produk is i just love it it is nice produk
860,Barang dicoba lancar,"Saya sdh mengetes tv ini, baik siaran analog ataupun digital, juga internet sperti youtube atau pun situs berita dengan browser bawaan berjalan lancar. Yg belun berhasil dites adalah fitur MHL dan Screen Mirorring karena membutuhkan perangkat mobile yg mendukung fitur tsb.",5,1,ketes televisi siar analog digital internet sperti youtube situs berita browser bawa jalan lancar bun hasil tes fitur mhl screen mirorring butuh perangkat mobile dukung fitur
861,Mantap,"Responnya cepat, barangnya cepat sampai juga, terimakasih lazada",4,1,responnya cepat barang cepat terimakasih lazada
862,Excellent,Puass dengan pelayanan kencana electronic... Pelayanan ramah pingirimannya cepat...,5,1,puass layan kencana electronic layan ramah pingirimannya cepat
863,TV ichico,Sya mau kembaliin produk TV ichico by yg kmrn yg psen trnyata pas smpai di rmh gambar ny ga ada suarany ad,1,0,kembaliin produk televisi ichico by kemarin psen pas rumah gambar ny suarany
864,Cicilan,Cara cicilan gimna?  Pake dp gk?,3,0,cicil pakai dp
865,Kecewa,USB nya cm pormalitas doang gx bs d gunakn,1,0,usb nya cm pormalitas d gunakn
866,Kecewa,Knapa pesanan sayadi batalkan??,1,0,pesan sayadi batal
867,Kecewa,Saya sangat2 kecewa banget kenapa sih udah di tranfer malah di batalin barang nya gmn sih lazada...,1,0,kecewa banget sih tranfer batalin barang nya sih lazada
868,Cepat,Responnya,5,1,responnya
869,Wow,Bang kalau + upgrade ram jadi total berapa?,3,0,bang upgrade ram total
881,Good,Good,5,1,good
882,Bsgus,Bagus,4,1,bagus
883,kwalitas suaranya belum teruji...,suaranya blm teruji,3,0,suara uji
886,tanya,caranya gimana min kalau kredit cicilan,5,1,min kredit cicil
887,excellent,nice product,5,1,nice produk
888,Excellent,Excellent,5,1,excellent
889,Barang Sesuai Dengan Iklan,"Barang Sesuai Dengan Iklan , Spesifikasi cocok",5,1,barang sesuai iklan spesifikasi cocok
893,Puas,Pelayan Bagus ... Barang sesuai Harapan .. Bagus ... terimakasih ya,5,1,layan bagus barang sesuai harap bagus terimakasih ya
909,Sip,Produk telah tiba sesuai estimasi.. pelayanan pemjual jiga baik.. semoga barangnya awet,5,1,produk sesuai estimasi layan pemjual jiga moga barang awet
911,Pemesanan,Saya pesan 1 jika stok ada hubungi 081280358882,5,1,pesan stok hubung
912,Update stok,"Tertera di depan masih ada stok, setelah di klik beli terjadi kesalahan. Mohon diperbaiki",2,0,tera stok klik beli salah mohon baik
913,Beli,Semoga memuaskan,5,1,moga muas
914,memori,ini memori nya brp gb ya tolong di jawab,3,0,memori nya gb ya tolong
915,Pengiriman cepat dan rapi.,"Saya juga dapat bonus tas Dell 14"" tapi tasnya standar (kisaran tas2 harga 80rb)",5,1,bonus tas dell tas standar kisar tas harga rb
916,Kredit,Saya mau nanya klo bayar pake cicilan gimana caranya gan??,5,1,bayar pakai cicil juragan
920,Barang bagus,Barang bagus,5,1,barang bagus
921,Toshiba laptop,Bisa bayar ditempat?,2,0,bayar tempat
923,Yyy,Dd,1,0,dd
928,Laptop,Laptop nya sudah saya terima dan packing nya bagus tanpa sedikit cacat.ThanksLazada,3,0,laptop nya terima packing nya bagus cacat thankslazada
929,Barang siiip pengiriman cepat,Puas banget sama pelayanan seller nya barang sesuai pesanan dan cepat sampai Seller nya rekomended Thank's,5,1,puas banget layan jual nya barang sesuai pesan cepat jual nya rekomended thank s
930,Lenovo 'KidRock',"Produk Lenovo Ideapad ini sangat disukai anak saya, karena kecepatannya cukup memuaskan. Keypad nya nyaman, warnanya sporty sekali. Sesuai banget buat tugas-tugas sekolah anak. Pokonya nge-rock....!!",5,1,produk lenovo ideapad suka anak cepat muas keypad nya nyaman warna sporty sesuai banget tugas tugas sekolah anak poko nge rock
932,"Barang bagus, pengiriman cepat..",Barang diterima sesuai dengan spek yang diberikan. Harga murah dengan spek yang diberikan. Terima kasih Lazada,5,1,barang terima sesuai spek harga murah spek terima kasih lazada
933,Recommend,1.5 hari barang langsung sampai dari surabaya ke bandung..  barang ok saya install ubuntu tanpa kendala buat ngodin.. thx..,5,1,barang langsung surabaya bandung barang ok install ubuntu kendala ngodin terimakasih
934,Lima Bintang,Barang bagus sesuai deskripsi tapi segel di dusnya sepertinya udah terbuka tetapi laptopnya mulus dan bagus,5,1,barang bagus sesuai deskripsi segel dus buka laptop mulus bagus
935,Recomend,"Product nya sudah diterima dengan baik, mulus no scratch, no dent, Thanks, klo garansi ke sssc jakarta bisa kan?",4,1,produk nya terima mulus nomor scratch nomor dent terimakasih garansi sssc jakarta
939,bagus!!,"sampai sesuai dengan waktu yang ditentukan,, barang bagus,, packing bagus",5,1,sesuai tentu barang bagus packing bagus
940,Bagus,"Barang dateng cepat, mulus ga ada cacat ty",4,1,barang cepat mulus cacat ty
941,Barang bagus,Barang bagus dan mulus sesuai dengan yang di jual. tapi kenapa segel udah kebuka ya?,4,1,barang bagus mulus sesuai jual segel buka ya
942,Ntabss..,Brg sudh smpe dengan selamat. Beserta bonus2 nya.. Terimakasih banyak. Sukses teruss..,4,1,barang sudh selamat serta bonus nya terimakasih sukses teruss
944,informasi produk,halo mau tanya.  barang garansi lenovo resmi?,4,1,halo barang garansi lenovo resmi
945,Tanya os,Os sudah terisi kan. Kalau sdh pakai os win berapa gan?,1,0,os isi pakai os menang juragan
947,Bagus,Laptopnya bagus..  tanpa kendala sedikitpun,5,1,laptop bagus kendala sedikit
948,Mantap,"Barang nyampai sesuai jadwal, packing bagus, kondisi laptop bagus..jos lah pokoknya",5,1,barang nyampai sesuai jadwal packing bagus kondisi laptop bagus jos pokok
949,Vga,Ini vga nya sudah  dual grafik VGA kah?,5,1,vga nya dual grafik vga kah
950,lenovo,kenapa pesanan saya mostnya tidak dikasih..saya merasa rugi...,1,0,pesan mostnya kasih rugi
951,Kredit,Bisa dicicil ga,4,1,cicil
952,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
956,Tv LED,"Gambar jernih, suara kenceng, pengaturan menu lengkap dan mudah, pengiriman cepat cuma 1 hari. Terima kasih.",4,1,gambar jernih suara cepat atur menu lengkap mudah kirim cepat terima kasih
957,Pesanan belom diterim,Mau tanya bagaimana pesanan saya .. notifikasi di akun barang sudah sampai tapi hari ini saya belom terima padahal pengirimannya pake gojek tolong di cek kembali ...,1,0,pesan notifikasi akun barang bom terima kirim pakai gojek tolong cek
958,Kiriman tepat waktu,"Trims lazada. Paket pembelian Tv kami telah sampai ketujuan tepat waktu, Tanpa cacat sedikit pun.",3,0,trims lazada paket beli televisi tuju cacat
959,Puas,Barang cepet dateng dan oke,5,1,barang cepat oke
960,Produk kualitas zooonk,Baru berapa bulan tv mati gak jelas.,1,0,televisi mati
